Device,Model,MaxNumSeqs,MaxNumBatchedTokens,TensorParallelSize,MaxModelLen,Dataset,InputLen,OutputLen,ExpectedETEL,NumPrompts
b200-8,Qwen/Qwen2.5-7B-Instruct,512,16384,1,2048,sonnet,1800,128,,3000
b200-8,Qwen/Qwen3-4B,128,4096,1,2048,sonnet,1800,128,,1000
b200-8,Qwen/Qwen3-4B,128,4096,1,2048,sonnet,1800,128,,2000
b200-8,Qwen/Qwen3-4B,128,4096,1,2048,sonnet,1800,128,,3000
b200-8,Qwen/Qwen3-4B,128,8192,1,2048,sonnet,1800,128,,1000
b200-8,Qwen/Qwen3-4B,128,8192,1,2048,sonnet,1800,128,,2000
b200-8,Qwen/Qwen3-4B,128,8192,1,2048,sonnet,1800,128,,3000
b200-8,Qwen/Qwen3-4B,128,16384,1,2048,sonnet,1800,128,,1000
b200-8,Qwen/Qwen3-4B,128,16384,1,2048,sonnet,1800,128,,2000
b200-8,Qwen/Qwen3-4B,128,16384,1,2048,sonnet,1800,128,,3000
b200-8,Qwen/Qwen3-4B,256,4096,1,2048,sonnet,1800,128,,1000
b200-8,Qwen/Qwen3-4B,256,4096,1,2048,sonnet,1800,128,,2000
b200-8,Qwen/Qwen3-4B,256,4096,1,2048,sonnet,1800,128,,3000
b200-8,Qwen/Qwen3-4B,256,8192,1,2048,sonnet,1800,128,,1000
b200-8,Qwen/Qwen3-4B,256,8192,1,2048,sonnet,1800,128,,2000
b200-8,Qwen/Qwen3-4B,256,8192,1,2048,sonnet,1800,128,,3000
b200-8,Qwen/Qwen3-4B,256,16384,1,2048,sonnet,1800,128,,1000
b200-8,Qwen/Qwen3-4B,256,16384,1,2048,sonnet,1800,128,,2000
b200-8,Qwen/Qwen3-4B,256,16384,1,2048,sonnet,1800,128,,3000
b200-8,Qwen/Qwen3-4B,512,4096,1,2048,sonnet,1800,128,,1000
b200-8,Qwen/Qwen3-4B,512,4096,1,2048,sonnet,1800,128,,2000
b200-8,Qwen/Qwen3-4B,512,4096,1,2048,sonnet,1800,128,,3000
b200-8,Qwen/Qwen3-4B,512,8192,1,2048,sonnet,1800,128,,1000
b200-8,Qwen/Qwen3-4B,512,8192,1,2048,sonnet,1800,128,,2000
b200-8,Qwen/Qwen3-4B,512,8192,1,2048,sonnet,1800,128,,3000
b200-8,Qwen/Qwen3-4B,512,16384,1,2048,sonnet,1800,128,,1000
b200-8,Qwen/Qwen3-4B,512,16384,1,2048,sonnet,1800,128,,2000
b200-8,Qwen/Qwen3-4B,512,16384,1,2048,sonnet,1800,128,,3000
b200-8,Qwen/Qwen3-8B,128,4096,1,2048,sonnet,1800,128,,1000
b200-8,Qwen/Qwen3-8B,128,4096,1,2048,sonnet,1800,128,,2000
b200-8,Qwen/Qwen3-8B,128,4096,1,2048,sonnet,1800,128,,3000
b200-8,Qwen/Qwen3-8B,128,8192,1,2048,sonnet,1800,128,,1000
b200-8,Qwen/Qwen3-8B,128,8192,1,2048,sonnet,1800,128,,2000
b200-8,Qwen/Qwen3-8B,128,8192,1,2048,sonnet,1800,128,,3000
b200-8,Qwen/Qwen3-8B,128,16384,1,2048,sonnet,1800,128,,1000
b200-8,Qwen/Qwen3-8B,128,16384,1,2048,sonnet,1800,128,,2000
b200-8,Qwen/Qwen3-8B,128,16384,1,2048,sonnet,1800,128,,3000
b200-8,Qwen/Qwen3-8B,256,4096,1,2048,sonnet,1800,128,,1000
b200-8,Qwen/Qwen3-8B,256,4096,1,2048,sonnet,1800,128,,2000
b200-8,Qwen/Qwen3-8B,256,4096,1,2048,sonnet,1800,128,,3000
b200-8,Qwen/Qwen3-8B,256,8192,1,2048,sonnet,1800,128,,1000
b200-8,Qwen/Qwen3-8B,256,8192,1,2048,sonnet,1800,128,,2000
b200-8,Qwen/Qwen3-8B,256,8192,1,2048,sonnet,1800,128,,3000
b200-8,Qwen/Qwen3-8B,256,16384,1,2048,sonnet,1800,128,,1000
b200-8,Qwen/Qwen3-8B,256,16384,1,2048,sonnet,1800,128,,2000
b200-8,Qwen/Qwen3-8B,256,16384,1,2048,sonnet,1800,128,,3000
b200-8,Qwen/Qwen3-8B,512,4096,1,2048,sonnet,1800,128,,1000
b200-8,Qwen/Qwen3-8B,512,4096,1,2048,sonnet,1800,128,,2000
b200-8,Qwen/Qwen3-8B,512,4096,1,2048,sonnet,1800,128,,3000
b200-8,Qwen/Qwen3-8B,512,8192,1,2048,sonnet,1800,128,,1000
b200-8,Qwen/Qwen3-8B,512,8192,1,2048,sonnet,1800,128,,2000
b200-8,Qwen/Qwen3-8B,512,8192,1,2048,sonnet,1800,128,,3000
b200-8,Qwen/Qwen3-8B,512,16384,1,2048,sonnet,1800,128,,1000
b200-8,Qwen/Qwen3-8B,512,16384,1,2048,sonnet,1800,128,,2000
b200-8,Qwen/Qwen3-8B,512,16384,1,2048,sonnet,1800,128,,3000
b200-8,meta-llama/Llama-3.1-8B-Instruct,128,4096,1,2048,sonnet,1800,128,,1000
b200-8,meta-llama/Llama-3.1-8B-Instruct,128,4096,1,2048,sonnet,1800,128,,2000
b200-8,meta-llama/Llama-3.1-8B-Instruct,128,4096,1,2048,sonnet,1800,128,,3000
b200-8,meta-llama/Llama-3.1-8B-Instruct,128,8192,1,2048,sonnet,1800,128,,1000
b200-8,meta-llama/Llama-3.1-8B-Instruct,128,8192,1,2048,sonnet,1800,128,,2000
b200-8,meta-llama/Llama-3.1-8B-Instruct,128,8192,1,2048,sonnet,1800,128,,3000
b200-8,meta-llama/Llama-3.1-8B-Instruct,128,16384,1,2048,sonnet,1800,128,,1000
b200-8,meta-llama/Llama-3.1-8B-Instruct,128,16384,1,2048,sonnet,1800,128,,2000
b200-8,meta-llama/Llama-3.1-8B-Instruct,128,16384,1,2048,sonnet,1800,128,,3000
b200-8,meta-llama/Llama-3.1-8B-Instruct,256,4096,1,2048,sonnet,1800,128,,1000
b200-8,meta-llama/Llama-3.1-8B-Instruct,256,4096,1,2048,sonnet,1800,128,,2000
b200-8,meta-llama/Llama-3.1-8B-Instruct,256,4096,1,2048,sonnet,1800,128,,3000
b200-8,meta-llama/Llama-3.1-8B-Instruct,256,8192,1,2048,sonnet,1800,128,,1000
b200-8,meta-llama/Llama-3.1-8B-Instruct,256,8192,1,2048,sonnet,1800,128,,2000
b200-8,meta-llama/Llama-3.1-8B-Instruct,256,8192,1,2048,sonnet,1800,128,,3000
b200-8,meta-llama/Llama-3.1-8B-Instruct,256,16384,1,2048,sonnet,1800,128,,1000
b200-8,meta-llama/Llama-3.1-8B-Instruct,256,16384,1,2048,sonnet,1800,128,,2000
b200-8,meta-llama/Llama-3.1-8B-Instruct,256,16384,1,2048,sonnet,1800,128,,3000
b200-8,meta-llama/Llama-3.1-8B-Instruct,512,4096,1,2048,sonnet,1800,128,,1000
b200-8,meta-llama/Llama-3.1-8B-Instruct,512,4096,1,2048,sonnet,1800,128,,2000
b200-8,meta-llama/Llama-3.1-8B-Instruct,512,4096,1,2048,sonnet,1800,128,,3000
b200-8,meta-llama/Llama-3.1-8B-Instruct,512,8192,1,2048,sonnet,1800,128,,1000
b200-8,meta-llama/Llama-3.1-8B-Instruct,512,8192,1,2048,sonnet,1800,128,,2000
b200-8,meta-llama/Llama-3.1-8B-Instruct,512,8192,1,2048,sonnet,1800,128,,3000
b200-8,meta-llama/Llama-3.1-8B-Instruct,512,16384,1,2048,sonnet,1800,128,,1000
b200-8,meta-llama/Llama-3.1-8B-Instruct,512,16384,1,2048,sonnet,1800,128,,2000
b200-8,meta-llama/Llama-3.1-8B-Instruct,512,16384,1,2048,sonnet,1800,128,,3000
b200-8,microsoft/Phi-3-mini-128k-instruct,128,4096,1,2048,sonnet,1800,128,,1000
b200-8,microsoft/Phi-3-mini-128k-instruct,128,4096,1,2048,sonnet,1800,128,,2000
b200-8,microsoft/Phi-3-mini-128k-instruct,128,4096,1,2048,sonnet,1800,128,,3000
b200-8,microsoft/Phi-3-mini-128k-instruct,128,8192,1,2048,sonnet,1800,128,,1000
b200-8,microsoft/Phi-3-mini-128k-instruct,128,8192,1,2048,sonnet,1800,128,,2000
b200-8,microsoft/Phi-3-mini-128k-instruct,128,8192,1,2048,sonnet,1800,128,,3000
b200-8,microsoft/Phi-3-mini-128k-instruct,128,16384,1,2048,sonnet,1800,128,,1000
b200-8,microsoft/Phi-3-mini-128k-instruct,128,16384,1,2048,sonnet,1800,128,,2000
b200-8,microsoft/Phi-3-mini-128k-instruct,128,16384,1,2048,sonnet,1800,128,,3000
b200-8,microsoft/Phi-3-mini-128k-instruct,256,4096,1,2048,sonnet,1800,128,,1000
b200-8,microsoft/Phi-3-mini-128k-instruct,256,4096,1,2048,sonnet,1800,128,,2000
b200-8,microsoft/Phi-3-mini-128k-instruct,256,4096,1,2048,sonnet,1800,128,,3000
b200-8,microsoft/Phi-3-mini-128k-instruct,256,8192,1,2048,sonnet,1800,128,,1000
b200-8,microsoft/Phi-3-mini-128k-instruct,256,8192,1,2048,sonnet,1800,128,,2000
b200-8,microsoft/Phi-3-mini-128k-instruct,256,8192,1,2048,sonnet,1800,128,,3000
b200-8,microsoft/Phi-3-mini-128k-instruct,256,16384,1,2048,sonnet,1800,128,,1000
b200-8,microsoft/Phi-3-mini-128k-instruct,256,16384,1,2048,sonnet,1800,128,,2000
b200-8,microsoft/Phi-3-mini-128k-instruct,256,16384,1,2048,sonnet,1800,128,,3000
b200-8,microsoft/Phi-3-mini-128k-instruct,512,4096,1,2048,sonnet,1800,128,,1000
b200-8,microsoft/Phi-3-mini-128k-instruct,512,4096,1,2048,sonnet,1800,128,,2000
b200-8,microsoft/Phi-3-mini-128k-instruct,512,4096,1,2048,sonnet,1800,128,,3000
b200-8,microsoft/Phi-3-mini-128k-instruct,512,8192,1,2048,sonnet,1800,128,,1000
b200-8,microsoft/Phi-3-mini-128k-instruct,512,8192,1,2048,sonnet,1800,128,,2000
b200-8,microsoft/Phi-3-mini-128k-instruct,512,8192,1,2048,sonnet,1800,128,,3000
b200-8,microsoft/Phi-3-mini-128k-instruct,512,16384,1,2048,sonnet,1800,128,,1000
b200-8,microsoft/Phi-3-mini-128k-instruct,512,16384,1,2048,sonnet,1800,128,,2000
b200-8,microsoft/Phi-3-mini-128k-instruct,512,16384,1,2048,sonnet,1800,128,,3000
